wercm,cmpresi,cmrecal,cmavpresi,cmavrecal,wer_v_p,appresi,aprecal,apavpresi,apavrecal
0.6666666666666667,[1. 0.],[0.33333333 0.        ],1.0,0.3333333333333333,33.333333333333336,[0. 1.],[0.         0.66666667],1.0,0.6666666666666666
wercm,cmpresi,cmrecal,cmavpresi,cmavrecal,wer_v_p,appresi,aprecal,apavpresi,apavrecal
0.6666666666666667,[1. 0.],[0.33333333 0.        ],1.0,0.3333333333333333,33.333333333333336,[1.  0.5],[0.5 1. ],0.8333333333333334,0.6666666666666666
wercm,cmpresi,cmrecal,cmavpresi,cmavrecal,wer_v_p,appresi,aprecal,apavpresi,apavrecal
0.6666666666666667,[1. 0.],[0.33333333 0.        ],1.0,0.3333333333333333,33.333333333333336,[0. 1.],[0.         0.66666667],1.0,0.6666666666666666
